geo,name,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
mli,Mali,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.33333,,,,,0.46667,,,,,0.6,,,,,0.66667,,,,,0.86667,,,,,1,,,,,1.33333,,,,,1.53333,,,,,2.53333,,,,,3.6,,,,,4.8,4.66667,5.33333,5.33333,6,6,6.66667,6.66667,7.33333,7.33333,8,8.66667,9.33333,10,10.66667,11.33333,11.33333,12,12.66667,12.66667,13.33333,13.33333,14,14.66667,15.33333,15.33333,15.33333,15.33333
mlt,Malta,1.53333,,,,,1.86667,,,,,2.26667,,,,,2.66667,,,,,3.2,,,,,3.8,,,,,6,,,,,7.6,,,,,9.26667,,,,,10.6,,,,,11.86667,,,,,13.73333,,,,,15.2,,,,,17.06667,,,,,18.13333,,,,,19.93333,,,,,20.6,,,,,22.6,,,,,26,,,,,30.13333,,,,,35.06667,,,,,39,,,,,42.53333,,,,,48.46667,,,,,53.53333,49.33333,49.33333,49.33333,49.33333,49.33333,50.66667,51.33333,52,52.66667,54,54.66667,55.33333,56.66667,57.33333,65.33333,65.33333,66,66.66667,68,68.66667,70,72,73.33333,74,74.66667,75.33333,75.33333
mmr,Myanmar,0.2,,,,,0.26667,,,,,0.4,,,,,0.53333,,,,,0.8,,,,,1.26667,,,,,1.73333,,,,,2.4,,,,,2.93333,,,,,3.46667,,,,,3.86667,,,,,4.2,,,,,5.13333,,,,,5.93333,,,,,6.53333,,,,,6.93333,,,,,7.33333,,,,,8.2,,,,,7.46667,,,,,7.2,,,,,7.46667,,,,,7.46667,,,,,11.2,,,,,15.06667,,,,,16.2,16.66667,16.66667,17.33333,18,18,18.66667,19.33333,19.33333,20,20.66667,21.33333,22,22.66667,23.33333,23.33333,24.66667,25.33333,26,26.66667,27.33333,28.66667,30,31.33333,32,32.66667,32.66667,32.66667
mne,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66667,69.33333,70,71.33333,72,72.66667,73.33333,74,74,74.66667,74.66667,75.33333,75.33333,75.33333,75.33333
mng,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46667,,,,,7.06667,,,,,9.33333,,,,,13.53333,,,,,18.53333,,,,,32.53333,,,,,38.93333,,,,,44.93333,,,,,51.26667,51.33333,51.33333,52,52,52,52.66667,53.33333,53.33333,54,54.66667,55.33333,56,56,56.66667,57.33333,58.66667,59.33333,60,60.66667,63.33333,65.33333,66,66.66667,67.33333,67.33333,67.33333,67.33333
moz,Mozambique,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.6,,,,,0.86667,,,,,1.2,,,,,1.33333,,,,,1.33333,,,,,2.66667,,,,,3.86667,,,,,5,,,,,5.86667,,,,,5.53333,,,,,4.86667,,,,,5.53333,,,,,5.53333,6.66667,7.33333,8,8.66667,10,11.33333,12.66667,13.33333,14,14.66667,16,16.66667,17.33333,18.66667,19.33333,19.33333,20,20.66667,20.66667,21.33333,21.33333,22,22.66667,22.66667,23.33333,23.33333,23.33333
mrt,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,8.46667,,,,,9.06667,,,,,9.66667,,,,,10.13333,,,,,11.33333,,,,,11.93333,,,,,13.26667,,,,,14.86667,15.33333,16,16.66667,16.66667,17.33333,18,18.66667,18.66667,19.33333,20,20,20.66667,21.33333,22,22.66667,22.66667,23.33333,24,24.66667,25.33333,26,26.66667,27.33333,28.66667,28.66667,29.33333,30
mus,Mauritius,0.86667,,,,,1.13333,,,,,1.4,,,,,1.8,,,,,2.26667,,,,,2.93333,,,,,5.46667,,,,,7.46667,,,,,9.4,,,,,10.66667,,,,,11.8,,,,,12.73333,,,,,13.4,,,,,14.2,,,,,14.66667,,,,,15,,,,,15.73333,,,,,16.6,,,,,17.73333,,,,,22,,,,,24.73333,,,,,27.4,,,,,29.6,,,,,32.2,,,,,38,38.66667,39.33333,40,40.66667,42,41.33333,41.33333,41.33333,41.33333,41.33333,42.66667,44,45.33333,46.66667,48,49.33333,50.66667,52,53.33333,54.66667,56.66667,57.33333,59.33333,60.66667,60.66667,62,62
mwi,Malawi,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,1.13333,,,,,1.86667,,,,,2.53333,,,,,3.2,,,,,3.8,,,,,4.33333,,,,,4.73333,,,,,5.2,,,,,5.46667,,,,,6,,,,,6.26667,,,,,8,,,,,9.6,,,,,11.66667,,,,,13.86667,,,,,16.33333,16.66667,17.33333,17.33333,18,18,18.66667,18.66667,19.33333,20,20,20.66667,21.33333,22,22,22.66667,24,25.33333,26,27.33333,28.66667,28.66667,28.66667,29.33333,29.33333,29.33333,30,30
mys,Malaysia,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.4,,,,,0.53333,,,,,1.73333,,,,,2.86667,,,,,3.8,,,,,6.26667,,,,,8.4,,,,,9.86667,,,,,11,,,,,11.93333,,,,,11.93333,,,,,13.53333,,,,,15.06667,,,,,17.53333,,,,,20.13333,,,,,24.8,,,,,29.4,,,,,36.53333,,,,,43.53333,44.66667,46,47.33333,49.33333,50.66667,52,53.33333,54.66667,56,57.33333,56,54.66667,53.33333,52,50.66667,54.66667,58.66667,62.66667,64,65.33333,67.33333,67.33333,67.33333,67.33333,68,68,68
nam,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73333,,,,,18.73333,,,,,20.26667,,,,,21.06667,,,,,22.73333,,,,,25.33333,,,,,28.4,,,,,32.4,,,,,37.26667,37.33333,37.33333,37.33333,38,38,37.33333,37.33333,37.33333,37.33333,37.33333,38.66667,38.66667,38.66667,39.33333,40,40,40.66667,40.66667,41.33333,41.33333,42,42.66667,44,44.66667,44.66667,45.33333,45.33333
ner,Niger,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.6,,,,,1,,,,,1.4,,,,,1.73333,,,,,2,,,,,2.06667,,,,,2.26667,,,,,2.6,,,,,2.66667,,,,,2.73333,,,,,2.86667,,,,,3.06667,,,,,3.66667,,,,,4.6,4.66667,5.33333,5.33333,5.33333,6,6,6.66667,6.66667,7.33333,7.33333,7.33333,8,8,8.66667,8.66667,8.66667,9.33333,9.33333,9.33333,9.33333,10,10.66667,11.33333,11.33333,12,12.66667,13.33333
nga,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66667,34.66667,34.66667,34.66667,34.66667,34.66667,34.66667,34.66667,36.66667,38,39.33333,39.33333,40,41.33333,41.33333
nic,Nicaragua,0.8,,,,,1,,,,,1.2,,,,,1.46667,,,,,1.8,,,,,2.26667,,,,,4.66667,,,,,6.2,,,,,7.66667,,,,,8.73333,,,,,9.66667,,,,,10.2,,,,,10.66667,,,,,10.86667,,,,,10.8,,,,,10.66667,,,,,10.2,,,,,11.2,,,,,12.86667,,,,,15,,,,,17.66667,,,,,19.2,,,,,21.4,,,,,24.2,,,,,27.26667,28,28.66667,29.33333,30,30.66667,31.33333,32,32.66667,33.33333,34,34.66667,34.66667,35.33333,36,36.66667,37.33333,38,38.66667,39.33333,40,40.66667,42,42.66667,43.33333,43.33333,44.66667,44.66667
nld,Netherlands,19.26667,,,,,19.6,,,,,19.93333,,,,,20.46667,,,,,21.13333,,,,,21.73333,,,,,22.33333,,,,,22.86667,,,,,24.26667,,,,,25.53333,,,,,26.73333,,,,,28.2,,,,,29.46667,,,,,30.93333,,,,,32.33333,,,,,33.73333,,,,,40.2,,,,,41.13333,,,,,41.46667,,,,,46.93333,,,,,53.53333,,,,,57.6,,,,,61.66667,,,,,66.06667,,,,,68.93333,68,68.66667,69.33333,69.33333,70,70.66667,70.66667,71.33333,72,72,73.33333,74,75.33333,76.66667,77.33333,78.66667,80,80,79.33333,80,80,80,80.66667,80.66667,80.66667,80.66667,81.33333
nor,Norway,25.46667,,,,,27.06667,,,,,28.8,,,,,30.46667,,,,,32.13333,,,,,33.8,,,,,35.4,,,,,37.26667,,,,,40.13333,,,,,42.46667,,,,,44.46667,,,,,46.13333,,,,,47.53333,,,,,48.6,,,,,49.66667,,,,,50.4,,,,,50.26667,,,,,49.86667,,,,,49.8,,,,,52.26667,,,,,55.13333,,,,,56.26667,,,,,58.86667,,,,,64.46667,,,,,69.8,77.33333,77.33333,78,78,78.66667,78.66667,79.33333,79.33333,80,80,80.66667,80.66667,81.33333,84.66667,82.66667,83.33333,84,84.66667,84.66667,84.66667,85.33333,84,84.66667,83.33333,83.33333,84,84
npl,Nepal,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.33333,,,,,0.33333,,,,,0.46667,,,,,0.53333,,,,,1.06667,,,,,1.66667,,,,,2.93333,,,,,4.2,,,,,8.26667,,,,,13.46667,14,14,14.66667,14.66667,14.66667,15.33333,15.33333,15.33333,15.33333,16,16.66667,16.66667,17.33333,18,18.66667,19.33333,20,20.66667,21.33333,22,22,26.66667,28,30,31.33333,32.66667,32.66667
nzl,New Zealand,23.53333,,,,,22.2,,,,,23.06667,,,,,23.93333,,,,,24.86667,,,,,26.53333,,,,,28.13333,,,,,30.33333,,,,,30.46667,,,,,34.2,,,,,37.4,,,,,39.93333,,,,,44.26667,,,,,47.93333,,,,,51.13333,,,,,54.06667,,,,,59.66667,,,,,62,,,,,63.8,,,,,65.86667,,,,,71.26667,,,,,75.53333,,,,,75.4,,,,,76.8,,,,,76.93333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,77.33333,78,78,78.66667,78.66667,79.33333,80,80,80.66667,80.66667,81.33333,82.66667,83.33333,83.33333
omn,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33333,37.33333,39.33333,42.66667,44,45.33333,46.66667,48.66667,54,51.33333,52.66667,55.33333,57.33333,59.33333,62,63.33333,63.33333,63.33333
pak,Pakistan,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,1.2,,,,,2.06667,,,,,2.86667,,,,,3.46667,,,,,4,,,,,4.4,,,,,4.73333,,,,,5.06667,,,,,5.66667,,,,,5.73333,,,,,5.73333,,,,,7.4,,,,,8.73333,,,,,10.33333,,,,,11.66667,,,,,13.93333,,,,,15.2,16,16.66667,17.33333,18,18.66667,19.33333,20,20.66667,21.33333,22,23.33333,25.33333,26.66667,28.66667,30,29.33333,29.33333,29.33333,30,31.33333,32,32,32.66667,34,34,34.66667,34.66667
pan,Panama,0.4,,,,,0.53333,,,,,0.6,,,,,0.8,,,,,1,,,,,1.2,,,,,4.2,,,,,6.13333,,,,,8.06667,,,,,10.2,,,,,12.06667,,,,,14.06667,,,,,15.73333,,,,,18.26667,,,,,19.8,,,,,21.73333,,,,,23.93333,,,,,25.53333,,,,,28.4,,,,,29.2,,,,,31.26667,,,,,34.8,,,,,39.33333,,,,,44.2,,,,,48.4,49.33333,50.66667,51.33333,52.66667,53.33333,54,54.66667,55.33333,56,56.66667,57.33333,58,58.66667,59.33333,60,60.66667,61.33333,61.33333,62,62,62,63.33333,64.66667,66,66,66.66667,68
per,Peru,0.06667,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.4,,,,,0.53333,,,,,0.8,,,,,1.13333,,,,,3.33333,,,,,4.93333,,,,,6.53333,,,,,8.8,,,,,10.66667,,,,,12.66667,,,,,14.2,,,,,16.13333,,,,,16.4,,,,,18,,,,,19.4,,,,,21.66667,,,,,24.46667,,,,,29.66667,,,,,35.13333,,,,,38.86667,,,,,43.46667,44.66667,46,46.66667,47.33333,48.66667,49.33333,50,51.33333,52,53.33333,54,55.33333,56,57.33333,58,54,54,56,56,56,60.66667,57.33333,58.66667,62.66667,60.66667,61.33333,61.33333
phl,Philippines,0.13333,,,,,0.2,,,,,0.26667,,,,,0.33333,,,,,0.4,,,,,0.53333,,,,,0.86667,,,,,1.13333,,,,,1.4,,,,,2.46667,,,,,3.13333,,,,,4.86667,,,,,6,,,,,8.33333,,,,,9.86667,,,,,11.73333,,,,,12.53333,,,,,18.2,,,,,20.06667,,,,,23.26667,,,,,26.86667,,,,,30.66667,,,,,35.93333,,,,,41.4,,,,,43.93333,44.66667,45.33333,46,46.66667,47.33333,48,48.66667,49.33333,50,50.66667,51.33333,52.66667,53.33333,57.33333,58,58.66667,59.33333,60,60,59.33333,60,60.66667,60.66667,61.33333,62,62,62
plw,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.33333,70,71.33333,72,72.66667,73.33333,74,74.66667,75.33333,76,76,76,76,76,76,76.66667,78,78.66667,79.33333,80.66667,81.33333,81.33333,81.33333,81.33333,81.33333,82,82
png,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,1.86667,,,,,2.26667,,,,,3.26667,,,,,6.26667,,,,,6.4,,,,,8.33333,,,,,11.86667,,,,,15.46667,16,17.33333,18,18.66667,19.33333,20,20.66667,20.66667,21.33333,22,22,22.66667,22.66667,23.33333,23.33333,24,24.66667,25.33333,26,26.66667,27.33333,28,28.66667,28.66667,28.66667,30.66667,30.66667
pol,Poland,8.13333,,,,,8.8,,,,,9.46667,,,,,10.2,,,,,11,,,,,11.8,,,,,12.6,,,,,13.46667,,,,,16.06667,,,,,18.06667,,,,,19.93333,,,,,21.66667,,,,,24.4,,,,,27.86667,,,,,30.73333,,,,,33,,,,,33.33333,,,,,35.73333,,,,,37.6,,,,,42.53333,,,,,46.26667,,,,,50.86667,,,,,51.66667,,,,,55.2,,,,,59.73333,66,67.33333,68,69.33333,70,70.66667,71.33333,72,72.66667,74,74,76,76.66667,77.33333,77.33333,78,78.66667,79.33333,80.66667,81.33333,82,78,80.66667,75.33333,80.66667,81.33333,82
prt,Portugal,1.26667,,,,,1.53333,,,,,1.93333,,,,,2.4,,,,,3,,,,,3.66667,,,,,4.4,,,,,5.13333,,,,,5.73333,,,,,6.26667,,,,,6.73333,,,,,7.46667,,,,,8.06667,,,,,8.73333,,,,,9.33333,,,,,10.33333,,,,,10.8,,,,,12,,,,,13,,,,,14.73333,,,,,16.6,,,,,19.86667,,,,,24.8,,,,,30.06667,,,,,35,42,42,42.66667,42.66667,42.66667,43.33333,43.33333,44.66667,44.66667,45.33333,46,46.66667,48,49.33333,50,50.66667,51.33333,52,52.66667,54,55.33333,56.66667,57.33333,59.33333,60.66667,61.33333,61.33333
pry,Paraguay,0.33333,,,,,0.4,,,,,0.53333,,,,,0.66667,,,,,0.86667,,,,,1.06667,,,,,3.66667,,,,,5.4,,,,,7,,,,,8.93333,,,,,10.53333,,,,,12.73333,,,,,14.46667,,,,,16.2,,,,,17.26667,,,,,18.73333,,,,,17,,,,,18.8,,,,,20.73333,,,,,22.46667,,,,,24.93333,,,,,27.26667,,,,,30.93333,,,,,35.06667,,,,,38.2,38.66667,39.33333,40,40,40.66667,40.66667,40,40,39.33333,39.33333,41.33333,43.33333,46.66667,47.33333,48.66667,47.33333,47.33333,49.33333,46.66667,51.33333,52,52,55.33333,54.66667,56.66667,56,56
pse,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.33333,52,52.66667,53.33333,54.66667,56.66667,56.66667,58,60,59.33333,59.33333,60,60.66667,60.66667
qat,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,9,,,,,12.33333,,,,,16.2,,,,,21.73333,,,,,24.66667,,,,,29.4,,,,,33.13333,,,,,35.86667,36.66667,37.33333,38,38.66667,39.33333,42,44.66667,47.33333,50,52.66667,53.33333,54,54.66667,56,58.66667,61.33333,64,64.66667,61.33333,56,58,61.33333,66,65.33333,65.33333,65.33333,65.33333
rou,Romania,0.53333,,,,,0.6,,,,,0.73333,,,,,0.8,,,,,0.93333,,,,,1.06667,,,,,1.26667,,,,,1.53333,,,,,2,,,,,3.73333,,,,,6.46667,,,,,8.73333,,,,,10.86667,,,,,12.53333,,,,,13.93333,,,,,16.8,,,,,26.33333,,,,,27.4,,,,,31.26667,,,,,33.8,,,,,40.33333,,,,,46.93333,,,,,51.46667,,,,,56.06667,,,,,60.33333,60.66667,61.33333,62,62.66667,63.33333,64,64.66667,64.66667,65.33333,66,64.66667,64,64.66667,66,67.33333,68.66667,70,70.66667,70.66667,71.33333,72,72.66667,72.66667,72.66667,72.66667,73.33333,73.33333
rus,Russia,0.73333,,,,,0.86667,,,,,1.06667,,,,,1.26667,,,,,1.46667,,,,,1.73333,,,,,2,,,,,2.46667,,,,,3.2,,,,,4.33333,,,,,5.86667,,,,,7.86667,,,,,10.13333,,,,,12.86667,,,,,15.73333,,,,,19.73333,,,,,21.06667,,,,,25.73333,,,,,27.8,,,,,31.8,,,,,35.06667,,,,,39.33333,,,,,45,,,,,51.73333,,,,,59.4,62.66667,63.33333,64.66667,66,66.66667,68.66667,70.66667,72,74,75.33333,76,76,76,76,76,76,76,76,76.66667,76.66667,77.33333,78,78.66667,79.33333,80,80,80
rwa,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33333,,,,,1.93333,,,,,2.4,,,,,3.6,,,,,4.6,,,,,6.4,,,,,8.06667,,,,,10.06667,,,,,11.73333,12,12,12.66667,12.66667,13.33333,13.33333,14,14,14.66667,15.33333,16,16.66667,17.33333,18,18.66667,19.33333,20.66667,21.33333,22,25.33333,25.33333,24.66667,25.33333,26.66667,26.66667,27.33333,27.33333
sau,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46667,,,,,16.33333,,,,,18.13333,,,,,19.73333,,,,,21.26667,,,,,22.33333,,,,,26.8,,,,,31.4,,,,,37,38.66667,38.66667,40,40,41.33333,42,42.66667,43.33333,44,44.66667,45.33333,46.66667,47.33333,50,50.66667,52,54,55.33333,57.33333,59.33333,60.66667,62.66667,63.33333,63.33333,63.33333,63.33333,63.33333
sdn,Sudan,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.33333,,,,,0.4,,,,,0.53333,,,,,0.66667,,,,,0.93333,,,,,1.2,,,,,1.53333,,,,,1.93333,,,,,2.53333,,,,,3.13333,,,,,3.93333,,,,,4.66667,,,,,6,,,,,7.26667,,,,,10,10.66667,11.33333,12,12.66667,13.33333,14,14.66667,15.33333,15.33333,16,16.66667,17.33333,18,18.66667,19.33333,20,20,20,20.66667,20.66667,21.33333,22,22.66667,23.33333,24,24,24.66667
