geo,name,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
sen,Senegal,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,2.53333,,,,,4.33333,,,,,5.93333,,,,,7.33333,,,,,8.73333,,,,,11,,,,,12.13333,,,,,14.06667,,,,,13.93333,,,,,14.13333,,,,,14.26667,,,,,14.86667,,,,,15.33333,,,,,14.66667,14.66667,14,14,14,14,13.33333,13.33333,13.33333,12.66667,12.66667,15.33333,16,16,16,16,16,16,16,16,16,16,17.33333,18.66667,18.66667,19.33333,19.33333,20
sgp,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26667,,,,,16.66667,,,,,18.73333,,,,,22.2,,,,,25.06667,,,,,25.86667,,,,,24.93333,,,,,33.86667,,,,,38.6,40.66667,42.66667,44.66667,46.66667,48.66667,50.66667,53.33333,55.33333,57.33333,59.33333,61.33333,63.33333,65.33333,68,70,67.33333,68,70,70,74.66667,74.66667,75.33333,76,76,76.66667,76.66667,76.66667
slb,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30.66667,30.66667,31.33333,31.33333,32,32,32.66667,32.66667,33.33333,33.33333,34,34.66667,34.66667,35.33333,35.33333,36,36,36.66667
sle,Sierra Leone,0.13333,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.26667,,,,,0.33333,,,,,0.46667,,,,,0.6,,,,,0.93333,,,,,1.2,,,,,1.46667,,,,,1.66667,,,,,1.8,,,,,2.2,,,,,2.53333,,,,,2.73333,,,,,2.86667,,,,,3.06667,,,,,3.53333,,,,,3.86667,,,,,4.86667,,,,,6.4,,,,,8.33333,,,,,10.53333,11.33333,11.33333,12,12.66667,13.33333,13.33333,14,14.66667,14.66667,15.33333,16,16.66667,16.66667,17.33333,18,18.66667,18.66667,19.33333,20,20.66667,20.66667,21.33333,22,22,22.66667,22.66667,23.33333
slv,El Salvador,1.06667,,,,,1.33333,,,,,1.66667,,,,,2.06667,,,,,2.53333,,,,,3.13333,,,,,4.53333,,,,,5.6,,,,,6.53333,,,,,7.2,,,,,7.8,,,,,8.33333,,,,,8.8,,,,,9.2,,,,,9.4,,,,,9.86667,,,,,9.33333,,,,,10.4,,,,,11.13333,,,,,13,,,,,15.2,,,,,17.53333,,,,,20.33333,,,,,22.66667,,,,,24.8,25.33333,26,26.66667,27.33333,28,29.33333,30.66667,32,33.33333,34.66667,35.33333,36.66667,38,38.66667,40,42.66667,38.66667,42.66667,43.33333,47.33333,43.33333,44.66667,44,43.33333,44,46,46
som,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
srb,Serbia,0.4,,,,,0.53333,,,,,0.6,,,,,0.73333,,,,,1,,,,,1.4,,,,,2.13333,,,,,4.86667,,,,,6.8,,,,,9.73333,,,,,12.66667,,,,,15.46667,,,,,18,,,,,20.6,,,,,23.2,,,,,25.6,,,,,26.13333,,,,,29.73333,,,,,30.26667,,,,,32.66667,,,,,35.13333,,,,,39.53333,,,,,44.8,,,,,49.4,,,,,53,54,55.33333,56.66667,57.33333,58.66667,59.33333,60,61.33333,62,62.66667,64,64.66667,66,66.66667,68,68,68,69.33333,69.33333,69.33333,70.66667,70,69.33333,71.33333,73.33333,74,74
ssd,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,32
stp,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20.66667,22,22.66667,23.33333,24.66667,25.33333,26,27.33333,28,28.66667,28.66667,29.33333,29.33333,30,30,30.66667,31.33333,32,32.66667,33.33333,34,34.66667,35.33333,37.33333,40,42
sur,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.33333,51.33333,51.33333,51.33333,51.33333,51.33333,51.33333,52,52.66667,54,54.66667,56,56.66667,56.66667
svk,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.13333,,,,,55.06667,,,,,53.93333,,,,,59.4,,,,,63.06667,,,,,65.46667,,,,,67.53333,,,,,69.2,,,,,71.66667,72.66667,73.33333,74,75.33333,76,74.66667,73.33333,72,70,68.66667,67.33333,68.66667,69.33333,70.66667,72,72.66667,74,74.66667,76,77.33333,80.66667,82,81.33333,82,83.33333,83.33333,83.33333
svn,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,40.86667,,,,,40.8,,,,,46.26667,,,,,50.6,,,,,55.53333,,,,,59.8,,,,,66.13333,,,,,72.73333,73.33333,73.33333,74,74.66667,74.66667,75.33333,76,76,76.66667,77.33333,76.66667,76.66667,76.66667,80,78,78.66667,78.66667,79.33333,80.66667,80.66667,81.33333,78,78,79.33333,80,82,81.33333
swe,Sweden,23.4,,,,,23.93333,,,,,24.46667,,,,,25.33333,,,,,26.33333,,,,,27.2,,,,,28.06667,,,,,28.86667,,,,,29.6,,,,,30.13333,,,,,30.73333,,,,,32.46667,,,,,34.06667,,,,,36.53333,,,,,38.86667,,,,,41.53333,,,,,42.93333,,,,,44.73333,,,,,48,,,,,50.46667,,,,,53.06667,,,,,60.13333,,,,,64.13333,,,,,67,,,,,70.26667,70.66667,71.33333,72,72.66667,72.66667,73.33333,74,74.66667,75.33333,76,76.66667,77.33333,78.66667,82,82.66667,82.66667,83.33333,81.33333,81.33333,82,82.66667,82.66667,81.33333,82,82.66667,82.66667,82.66667
swz,Eswatini,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.53333,,,,,0.86667,,,,,1.26667,,,,,2.4,,,,,3.4,,,,,4.46667,,,,,5.46667,,,,,6.8,,,,,7.73333,,,,,9.4,,,,,10.53333,,,,,14.46667,,,,,19,,,,,23.66667,,,,,27.93333,,,,,29,28.66667,28.66667,28.66667,28.66667,28,28,27.33333,26.66667,26,26,24.66667,24,22.66667,26.66667,30,34,35.33333,36,37.33333,38,39.33333,40.66667,42,43.33333,43.33333,43.33333,43.33333
syc,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.33333,50,50.66667,50.66667,51.33333,51.33333,52,52.66667,53.33333,53.33333,54,56,58.66667,60.66667,62.66667,63.33333,63.33333,63.33333
syr,Syria,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.2,,,,,0.73333,,,,,1.06667,,,,,1.4,,,,,1.8,,,,,2.13333,,,,,2.6,,,,,3.06667,,,,,3.8,,,,,4.06667,,,,,4.93333,,,,,5.73333,,,,,7.46667,,,,,9.06667,,,,,12.2,,,,,16.46667,,,,,21.73333,,,,,26.46667,27.33333,28,28.66667,29.33333,30,30,30,30,30.66667,30.66667,32,31.33333,34,36,38.66667,41.33333,43.33333,42,44,42,42,42,42,37.33333,34,34,34
tcd,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33333,9.33333,9.33333,9.33333,9.33333,10,10.66667,11.33333,12,12,12.66667,13.33333,14,14,14.66667,15.33333,15.33333,15.33333
tgo,Togo,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.26667,,,,,0.46667,,,,,0.6,,,,,0.66667,,,,,0.8,,,,,1.06667,,,,,1.26667,,,,,1.53333,,,,,1.66667,,,,,2,,,,,2.33333,,,,,2.8,,,,,3.2,,,,,6.8,,,,,11.46667,,,,,15.8,,,,,19.93333,20.66667,21.33333,22,22.66667,23.33333,24,24.66667,25.33333,26,26.66667,26.66667,27.33333,27.33333,28,28,28.66667,28.66667,28.66667,28.66667,28.66667,29.33333,29.33333,30,31.33333,31.33333,32,32
tha,Thailand,,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.2,,,,,1.6,,,,,2.46667,,,,,3.4,,,,,4,,,,,4.66667,,,,,5.2,,,,,5.6,,,,,7.6,,,,,8.93333,,,,,11.4,,,,,13.8,,,,,12.6,,,,,12.46667,,,,,14.06667,,,,,17.8,,,,,21.73333,,,,,25.53333,31.33333,31.33333,32,32.66667,33.33333,34.66667,36.66667,38,39.33333,40.66667,42,43.33333,44.66667,45.33333,46.66667,46.66667,47.33333,48.66667,50,51.33333,50,51.33333,50,50.66667,50.66667,50.66667,50.66667
tjk,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.46667,,,,,24.13333,,,,,27.66667,,,,,33.66667,,,,,37.53333,,,,,44.06667,,,,,51.53333,,,,,58.2,,,,,63.8,65.33333,66.66667,68,69.33333,70.66667,70.66667,70.66667,70.66667,70.66667,70.66667,70.66667,70.66667,70.66667,70,70,70,70,73.33333,72.66667,72.66667,72,71.33333,71.33333,70.66667,70,70,69.33333
tkm,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,65.33333,65.33333,65.33333,65.33333,65.33333,65.33333
ton,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.33333,,,,,42.46667,,,,,43.13333,,,,,43.93333,,,,,45.2,,,,,45.46667,,,,,48.26667,,,,,50.53333,,,,,55.33333,56.66667,57.33333,58.66667,60,60.66667,60.66667,60.66667,60.66667,60.66667,60.66667,60.66667,60.66667,61.33333,61.33333,61.33333,62.66667,65.33333,67.33333,69.33333,71.33333,72.66667,72.66667,73.33333,74,74.66667,74.66667,74.66667
tto,Trinidad and Tobago,2.33333,,,,,3,,,,,3.86667,,,,,4.46667,,,,,5.4,,,,,6.86667,,,,,8.26667,,,,,10.2,,,,,12.93333,,,,,15.2,,,,,18.33333,,,,,21.2,,,,,23.6,,,,,26.26667,,,,,28.46667,,,,,30.53333,,,,,30.73333,,,,,33.4,,,,,34.6,,,,,36.6,,,,,38,,,,,42.46667,,,,,46.53333,,,,,50.26667,,,,,52.93333,54,54.66667,55.33333,56,56.66667,58,58.66667,59.33333,60,61.33333,62,62.66667,63.33333,65.33333,66.66667,66,70,71.33333,71.33333,71.33333,72,72,72,72,72,72.66667,72.66667
tun,Tunisia,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.6,,,,,1,,,,,1.4,,,,,1.66667,,,,,2.13333,,,,,2.53333,,,,,2.93333,,,,,3.2,,,,,3.53333,,,,,4.26667,,,,,4.86667,,,,,6.66667,,,,,8.73333,,,,,13.46667,,,,,17.46667,,,,,22.86667,24,24.66667,26,26.66667,27.33333,28.66667,29.33333,30.66667,31.33333,32.66667,34,34.66667,36,37.33333,38.66667,39.33333,40.66667,42,42.66667,44.66667,46,45.33333,45.33333,46,46.66667,47.33333,48
tur,Turkey,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.73333,,,,,1.33333,,,,,1.86667,,,,,2.73333,,,,,3.4,,,,,4.06667,,,,,4.46667,,,,,4.93333,,,,,5.2,,,,,5.93333,,,,,6.6,,,,,8.26667,,,,,9.93333,,,,,12.53333,,,,,13.46667,,,,,15.26667,,,,,19.13333,,,,,26.46667,,,,,30.2,30.66667,30.66667,31.33333,32,32,33.33333,34,35.33333,36,36.66667,37.33333,38,38.66667,39.33333,40,40.66667,41.33333,42,43.33333,44.66667,48,50,51.33333,50.66667,52,53.33333,53.33333
tza,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,9.2,,,,,9.53333,,,,,10.8,,,,,11.93333,,,,,14.53333,,,,,16.86667,,,,,21.06667,,,,,24,24.66667,25.33333,26,26.66667,27.33333,27.33333,28,28,28,28,28.66667,28.66667,29.33333,30,32,32,32.66667,33.33333,33.33333,34,34,36.66667,36.66667,37.33333,38.66667,38.66667,38.66667
uga,Uganda,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.8,,,,,1.33333,,,,,1.8,,,,,2.13333,,,,,2.46667,,,,,2.66667,,,,,2.86667,,,,,4.4,,,,,5.26667,,,,,6.13333,,,,,6.86667,,,,,6.53333,,,,,7,,,,,9.53333,,,,,12.13333,,,,,15.13333,,,,,18.46667,19.33333,20,20.66667,22,22.66667,23.33333,24,24.66667,25.33333,26,26.66667,28,28.66667,29.33333,29.33333,30.66667,32,34.66667,34.66667,38,36,35.33333,36,36.66667,38,38,40.66667
ukr,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.53333,,,,,28.86667,,,,,31.53333,,,,,35.2,,,,,38.4,,,,,42.33333,,,,,47.53333,,,,,55,,,,,60.93333,62,63.33333,64.66667,66,66.66667,68,68.66667,69.33333,70.66667,71.33333,69.33333,70,70.66667,71.33333,74.66667,74.66667,74.66667,75.33333,75.33333,75.33333,75.33333,75.33333,75.33333,75.33333,75.33333,75.33333,75.33333
ury,Uruguay,1.6,,,,,2,,,,,2.46667,,,,,3,,,,,3.66667,,,,,4.53333,,,,,5.33333,,,,,6,,,,,6.66667,,,,,10.2,,,,,12.6,,,,,14.86667,,,,,17.53333,,,,,19.86667,,,,,22.8,,,,,25.26667,,,,,27.13333,,,,,28.53333,,,,,30.4,,,,,31.53333,,,,,34.93333,,,,,37.4,,,,,41.66667,,,,,45.73333,,,,,47.53333,48,48,48.66667,48.66667,49.33333,50,50.66667,51.33333,52.66667,53.33333,53.33333,53.33333,53.33333,53.33333,53.33333,53.33333,54.66667,56,56,56,56,56.66667,56.66667,57.33333,58,58,58
usa,USA,24.66667,,,,,27.26667,,,,,29.93333,,,,,32.33333,,,,,36.33333,,,,,40.06667,,,,,43.2,,,,,46.2,,,,,45.93333,,,,,47.46667,,,,,48.53333,,,,,50.4,,,,,51.6,,,,,53.53333,,,,,55.46667,,,,,58.26667,,,,,54.2,,,,,56.66667,,,,,59.33333,,,,,65.46667,,,,,70.73333,,,,,76,,,,,79.6,,,,,80.93333,,,,,82.13333,82.66667,83.33333,84,84.66667,84.66667,84.66667,84.66667,84.66667,84.66667,84.66667,84.66667,84.66667,85.33333,85.33333,85.33333,85.33333,86,88,88,88,88.66667,88.66667,88,88.66667,88.66667,89.33333,89.33333
uzb,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.66667,61.33333,62.66667,63.33333,64.66667,65.33333,66,67.33333,68.66667,70,71.33333,72.66667,74,75.33333,75.33333,76,76,76.66667
vct,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.66667,50.66667,51.33333,52,52,52.66667,53.33333,54,54,54.66667,55.33333,56,56.66667,57.33333,57.33333,57.33333,57.33333,57.33333
ven,Venezuela,0.06667,,,,,0.06667,,,,,0.13333,,,,,0.13333,,,,,0.2,,,,,0.2,,,,,2.13333,,,,,3.46667,,,,,4.73333,,,,,5.73333,,,,,6.53333,,,,,7.46667,,,,,8.06667,,,,,9,,,,,9.4,,,,,10.2,,,,,10,,,,,11.93333,,,,,12.86667,,,,,14.2,,,,,16.06667,,,,,21.66667,,,,,29.46667,,,,,30.86667,,,,,30.6,32,33.33333,34,35.33333,36.66667,38,38.66667,40,41.33333,42.66667,42.66667,45.33333,46.66667,48,49.33333,50.66667,54,54.66667,55.33333,59.33333,65.33333,64.66667,66,66.66667,67.33333,67.33333,68.66667
vnm,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,12.93333,,,,,13.4,,,,,17.26667,,,,,20,,,,,23.73333,,,,,27.86667,,,,,28.73333,,,,,26.26667,27.33333,28,28.66667,30,30.66667,32,32.66667,34,35.33333,36,37.33333,38.66667,40,41.33333,42.66667,44,45.33333,46.66667,53.33333,50,50.66667,52,52.66667,52,53.33333,54,54.66667
vut,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.33333,43.33333,44,44,44,44.66667,44.66667,45.33333,45.33333,45.33333,45.33333,45.33333,45.33333
wsm,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.33333,52,53.33333,54,54.66667,55.33333,56.66667,57.33333,58,58.66667,59.33333,60.66667,61.33333,62,62.66667,63.33333,64.66667,65.33333,66,66.66667,68,68,68.66667,68.66667,68.66667,68.66667,68.66667
yem,Yemen,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,,,,,,0.33333,,,,,0.8,,,,,1.93333,2.66667,2.66667,3.33333,4,4.66667,5.33333,6,6.66667,7.33333,8,8.66667,10,10.66667,11.33333,12.66667,13.33333,14.66667,15.33333,16.66667,17.33333,18.66667,20,20,20,20,20,20
zaf,South Africa,3.46667,,,,,4.13333,,,,,4.93333,,,,,5.8,,,,,7,,,,,8.4,,,,,9.2,,,,,8.93333,,,,,9.06667,,,,,9.13333,,,,,12.13333,,,,,14.93333,,,,,17.46667,,,,,20.4,,,,,22.93333,,,,,25.2,,,,,25,,,,,27.66667,,,,,27.8,,,,,28.6,,,,,29.6,,,,,31.06667,,,,,32.13333,,,,,31.86667,,,,,43.26667,44,48,50,52.66667,54.66667,55.33333,56,56.66667,58,58.66667,50,56.66667,58.66667,58.66667,59.33333,60,60.66667,64.66667,67.33333,66.66667,66,65.33333,66,66.66667,67.33333,67.33333,67.33333
zmb,Zambia,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,1.46667,,,,,2.46667,,,,,3.33333,,,,,4,,,,,5.4,,,,,6.53333,,,,,8.06667,,,,,9,,,,,10.73333,,,,,12.2,,,,,14.4,,,,,18.93333,,,,,19.66667,,,,,22.4,,,,,26.93333,,,,,31.2,33.33333,34.66667,36.66667,38.66667,40,40,40,39.33333,39.33333,39.33333,40,40.66667,40.66667,41.33333,42,42.66667,42.66667,43.33333,43.33333,44,44.66667,44.66667,45.33333,46,46,46.66667,46.66667
zwe,Zimbabwe,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.06667,,,,,0.33333,,,,,0.6,,,,,0.93333,,,,,1.53333,,,,,2.46667,,,,,4.66667,,,,,6.6,,,,,6.8,,,,,8.6,,,,,10.8,,,,,13.2,,,,,15.26667,,,,,19.26667,,,,,21.6,,,,,26.6,,,,,30.2,31.33333,32.66667,34,35.33333,36.66667,38,39.33333,40.66667,42,43.33333,44.66667,46,45.33333,45.33333,45.33333,45.33333,46.66667,46.66667,48,48.66667,48.66667,52.66667,53.33333,54.66667,54.66667,54.66667,54.66667
